Hemisphere,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
Southern,1912,-0.13,-0.11,-0.13,-0.17,-0.28,-0.31,-0.31,-0.29,-0.33,-0.29,-0.24,-0.28,-0.24,-0.22,-0.11,-0.19,-0.3,-0.29
Southern,1913,-0.23,-0.24,-0.37,-0.28,-0.32,-0.39,-0.19,-0.2,-0.26,-0.24,-0.23,-0.13,-0.26,-0.27,-0.25,-0.32,-0.26,-0.24
Southern,1914,-0.07,-0.08,-0.11,-0.18,-0.22,-0.27,-0.12,-0.04,-0.03,-0.04,-0.07,-0.01,-0.1,-0.11,-0.09,-0.17,-0.15,-0.04
Southern,1915,-0.12,0.03,0.05,0.07,-0.09,-0.29,-0.13,-0.26,-0.19,-0.2,-0.22,-0.17,-0.13,-0.11,-0.03,0.01,-0.23,-0.2
Southern,1916,-0.15,-0.12,-0.17,-0.26,-0.32,-0.47,-0.4,-0.19,-0.23,-0.31,-0.46,-0.51,-0.3,-0.27,-0.15,-0.25,-0.36,-0.34
Southern,1917,-0.62,-0.58,-0.53,-0.46,-0.38,-0.38,-0.18,-0.06,-0.15,-0.26,-0.35,-0.28,-0.35,-0.37,-0.57,-0.45,-0.21,-0.25
Southern,1918,-0.26,-0.23,-0.25,-0.29,-0.37,-0.28,-0.28,-0.26,-0.09,-0.06,0.03,0,-0.19,-0.22,-0.26,-0.3,-0.27,-0.04
Southern,1919,0,-0.05,-0.02,-0.01,-0.13,-0.31,-0.25,-0.36,-0.31,-0.3,-0.33,-0.27,-0.2,-0.17,-0.02,-0.05,-0.31,-0.31
Southern,1920,-0.32,-0.22,-0.24,-0.26,-0.31,-0.44,-0.33,-0.2,-0.07,-0.12,-0.07,-0.2,-0.23,-0.24,-0.27,-0.27,-0.32,-0.09
Southern,1921,-0.27,-0.27,-0.36,-0.43,-0.35,-0.38,-0.25,-0.21,-0.19,-0.04,-0.16,-0.21,-0.26,-0.26,-0.25,-0.38,-0.28,-0.13
Southern,1922,-0.27,-0.25,-0.19,-0.29,-0.47,-0.45,-0.27,-0.29,-0.29,-0.33,-0.16,-0.23,-0.29,-0.29,-0.24,-0.31,-0.34,-0.26
Southern,1923,-0.36,-0.31,-0.29,-0.28,-0.28,-0.33,-0.32,-0.37,-0.43,-0.31,-0.19,-0.16,-0.3,-0.31,-0.3,-0.28,-0.34,-0.31
Southern,1924,-0.15,-0.24,-0.18,-0.32,-0.29,-0.31,-0.34,-0.45,-0.41,-0.46,-0.52,-0.5,-0.35,-0.32,-0.19,-0.26,-0.37,-0.46
Southern,1925,-0.49,-0.42,-0.32,-0.34,-0.35,-0.38,-0.26,-0.2,-0.32,-0.23,-0.1,-0.07,-0.29,-0.33,-0.47,-0.34,-0.28,-0.22
Southern,1926,-0.1,-0.12,-0.14,-0.1,-0.21,-0.28,-0.32,-0.18,-0.23,-0.26,-0.27,-0.27,-0.21,-0.19,-0.1,-0.15,-0.26,-0.25
Southern,1927,-0.24,-0.27,-0.3,-0.34,-0.37,-0.4,-0.29,-0.3,-0.26,-0.24,-0.18,-0.25,-0.29,-0.29,-0.26,-0.33,-0.33,-0.23
Southern,1928,-0.28,-0.26,-0.26,-0.23,-0.41,-0.43,-0.28,-0.25,-0.26,-0.29,-0.22,-0.28,-0.29,-0.28,-0.26,-0.3,-0.32,-0.26
Southern,1929,-0.32,-0.36,-0.46,-0.46,-0.48,-0.46,-0.38,-0.43,-0.29,-0.26,-0.18,-0.4,-0.37,-0.36,-0.32,-0.47,-0.42,-0.24
Southern,1930,-0.46,-0.34,-0.32,-0.33,-0.28,-0.31,-0.37,-0.3,-0.28,-0.23,-0.07,-0.16,-0.29,-0.31,-0.4,-0.31,-0.32,-0.19
Southern,1931,-0.18,-0.15,-0.12,-0.23,-0.22,-0.28,-0.14,-0.16,-0.29,-0.25,-0.35,-0.2,-0.21,-0.21,-0.16,-0.19,-0.19,-0.3
Southern,1932,-0.09,-0.15,-0.16,-0.21,-0.25,-0.42,-0.34,-0.35,-0.31,-0.31,-0.21,-0.3,-0.26,-0.25,-0.15,-0.2,-0.37,-0.28
Southern,1933,-0.27,-0.28,-0.27,-0.31,-0.32,-0.36,-0.3,-0.33,-0.31,-0.33,-0.38,-0.35,-0.32,-0.31,-0.28,-0.3,-0.33,-0.34
Southern,1934,-0.29,-0.4,-0.33,-0.32,-0.27,-0.27,-0.16,-0.13,-0.16,-0.26,-0.2,-0.22,-0.25,-0.26,-0.35,-0.31,-0.19,-0.2
Southern,1935,-0.26,-0.3,-0.32,-0.38,-0.29,-0.38,-0.37,-0.36,-0.35,-0.21,-0.18,-0.16,-0.3,-0.3,-0.26,-0.33,-0.37,-0.25
Southern,1936,-0.25,-0.24,-0.29,-0.33,-0.32,-0.47,-0.28,-0.28,-0.24,-0.12,-0.12,-0.17,-0.26,-0.26,-0.22,-0.31,-0.34,-0.16
Southern,1937,-0.23,-0.18,-0.17,-0.24,-0.22,-0.23,-0.2,-0.11,-0.1,-0.15,-0.07,-0.13,-0.17,-0.17,-0.19,-0.21,-0.18,-0.11
Southern,1938,-0.19,-0.21,-0.16,-0.2,-0.23,-0.28,-0.18,-0.21,-0.16,-0.05,-0.17,-0.13,-0.18,-0.18,-0.18,-0.19,-0.22,-0.13
Southern,1939,-0.15,-0.14,-0.13,-0.13,-0.1,-0.13,-0.15,-0.19,-0.27,-0.15,-0.1,0.1,-0.13,-0.15,-0.14,-0.12,-0.16,-0.17
Southern,1940,0.12,0.04,0.17,0.08,0.07,0.07,0.09,0.08,0.07,-0.03,0.06,0.29,0.09,0.08,0.08,0.1,0.08,0.03
Southern,1941,0.2,0.17,0.1,0.22,0.14,0.08,0.21,0.13,-0.03,0.22,0.29,0.25,0.16,0.17,0.22,0.15,0.14,0.16
Southern,1942,0.18,0.13,0.11,0.1,0.06,0,0,0,-0.17,-0.26,-0.09,-0.04,0,0.03,0.19,0.09,0,-0.17
Southern,1943,0.07,-0.05,-0.08,-0.11,-0.1,-0.04,0.18,-0.08,-0.04,-0.01,0.03,0.08,-0.01,-0.02,-0.01,-0.1,0.02,0
Southern,1944,0.08,0.04,0.21,0.21,0.14,0.16,0.23,0.22,0.2,0.08,0.03,0.09,0.14,0.14,0.07,0.19,0.2,0.11
Southern,1945,0.1,0.08,0.03,0.09,0.05,-0.05,0.02,0.24,0.21,0.13,0.07,0.09,0.09,0.09,0.09,0.06,0.07,0.14
Southern,1946,-0.03,-0.03,-0.09,-0.2,-0.17,-0.38,-0.21,-0.31,-0.12,-0.17,-0.18,-0.15,-0.17,-0.15,0.01,-0.15,-0.3,-0.16
Southern,1947,-0.08,-0.12,-0.16,-0.11,-0.09,-0.03,-0.05,-0.1,-0.24,-0.27,-0.15,-0.22,-0.13,-0.13,-0.11,-0.12,-0.06,-0.22
Southern,1948,-0.18,-0.14,-0.21,-0.2,-0.17,-0.15,-0.23,-0.26,-0.26,-0.18,-0.28,-0.08,-0.2,-0.21,-0.18,-0.2,-0.21,-0.24
Southern,1949,-0.1,-0.19,-0.08,-0.19,-0.2,-0.34,-0.15,-0.21,-0.19,-0.2,-0.25,-0.22,-0.19,-0.18,-0.12,-0.16,-0.23,-0.22
Southern,1950,-0.23,-0.27,-0.22,-0.2,-0.19,-0.05,-0.01,-0.12,-0.15,-0.35,-0.35,-0.32,-0.2,-0.2,-0.24,-0.2,-0.06,-0.28
Southern,1951,-0.33,-0.32,-0.22,-0.35,-0.18,-0.11,-0.09,-0.1,-0.21,-0.11,-0.08,-0.06,-0.18,-0.2,-0.32,-0.25,-0.1,-0.14
Southern,1952,0.07,0.06,0.07,-0.1,-0.19,-0.21,-0.05,0.02,0,0.01,-0.05,-0.04,-0.03,-0.04,0.03,-0.07,-0.08,-0.01
Southern,1953,-0.08,-0.07,-0.03,-0.01,-0.01,-0.01,-0.19,-0.07,-0.08,-0.1,-0.12,-0.12,-0.07,-0.07,-0.06,-0.02,-0.09,-0.1
Southern,1954,-0.23,-0.19,-0.12,-0.27,-0.33,-0.33,-0.28,-0.34,-0.29,-0.18,-0.2,-0.26,-0.25,-0.24,-0.18,-0.24,-0.32,-0.22
Southern,1955,-0.17,-0.19,-0.22,-0.21,-0.29,-0.19,-0.19,-0.05,-0.22,-0.24,-0.19,-0.29,-0.2,-0.2,-0.21,-0.24,-0.14,-0.21
Southern,1956,-0.22,-0.17,-0.19,-0.29,-0.29,-0.13,0,-0.24,-0.07,-0.19,-0.05,-0.03,-0.16,-0.18,-0.23,-0.26,-0.12,-0.11
Southern,1957,-0.04,-0.01,0,0.09,0.23,0.19,-0.06,0.14,0.05,-0.03,0.04,0.07,0.05,0.05,-0.03,0.11,0.09,0.02
Southern,1958,0.1,0.16,0.01,0.01,0,-0.2,0.06,-0.21,-0.11,0.01,0.02,-0.15,-0.03,-0.01,0.11,0.01,-0.12,-0.03
Southern,1959,-0.08,-0.02,0.03,0.09,0.05,-0.07,0.02,-0.11,-0.25,-0.1,-0.17,-0.1,-0.06,-0.06,-0.08,0.06,-0.05,-0.17
Southern,1960,-0.15,-0.15,-0.29,-0.17,-0.18,-0.26,-0.16,-0.07,0.02,0.06,-0.14,-0.02,-0.13,-0.13,-0.14,-0.21,-0.16,-0.02
Southern,1961,-0.03,0.08,-0.03,0.12,0.17,0.05,-0.04,-0.03,0.19,0.04,-0.01,-0.16,0.03,0.04,0.01,0.09,-0.01,0.07
Southern,1962,-0.17,-0.07,-0.09,-0.13,-0.15,0.19,-0.06,-0.06,0.03,-0.1,0,-0.15,-0.07,-0.07,-0.13,-0.13,0.02,-0.02
Southern,1963,-0.14,-0.14,-0.16,-0.19,-0.07,0.13,0.02,0.3,0.22,-0.12,-0.12,-0.08,-0.03,-0.03,-0.14,-0.14,0.15,-0.01
Southern,1964,-0.13,-0.17,-0.1,-0.33,-0.4,0.01,0.04,-0.21,-0.31,-0.32,-0.21,-0.33,-0.2,-0.18,-0.13,-0.27,-0.05,-0.28
Southern,1965,-0.15,0.02,-0.16,-0.12,-0.1,0.04,-0.08,0.12,-0.1,-0.08,-0.15,-0.07,-0.07,-0.09,-0.15,-0.13,0.03,-0.11
Southern,1966,-0.13,-0.12,0.08,-0.04,-0.19,-0.04,0.06,-0.3,-0.12,-0.23,-0.03,-0.02,-0.09,-0.09,-0.1,-0.05,-0.09,-0.12
Southern,1967,0.03,-0.04,-0.14,-0.15,0.04,-0.1,-0.01,-0.06,-0.1,-0.12,-0.14,-0.13,-0.07,-0.07,-0.01,-0.08,-0.05,-0.12
Southern,1968,-0.24,-0.13,-0.05,-0.12,-0.23,-0.14,-0.17,-0.09,-0.32,0.18,0.12,0.05,-0.09,-0.11,-0.16,-0.13,-0.13,0
Southern,1969,0.22,0.12,0.22,0.31,0.26,0.12,-0.13,0.03,0.14,0.17,0.1,0.19,0.15,0.13,0.13,0.26,0.01,0.14
Southern,1970,0.2,0.17,0.19,0.13,-0.06,-0.06,0.07,-0.15,0.27,0.25,0.02,0.06,0.09,0.1,0.19,0.09,-0.05,0.18
Southern,1971,0.09,-0.11,-0.08,0.06,0.01,-0.2,-0.03,0.13,0.02,0.06,-0.14,-0.04,-0.02,-0.01,0.01,0,-0.03,-0.02
Southern,1972,0.09,0.17,0.04,0.12,0.09,0.18,0.08,0.4,0.3,0.21,0.25,0.42,0.2,0.16,0.07,0.08,0.22,0.25
Southern,1973,0.43,0.21,0.26,0.36,0.36,0.21,0.21,0.08,0.26,0.27,0.18,-0.1,0.23,0.27,0.35,0.33,0.17,0.23
Southern,1974,0.05,-0.18,-0.14,-0.14,0.11,0.08,0.06,0.31,0.01,0.11,0.05,0.09,0.03,0.02,-0.08,-0.06,0.15,0.05
Southern,1975,0.03,0.06,0.14,0.02,0.32,0.05,0.04,-0.2,0.02,-0.06,-0.05,-0.13,0.02,0.04,0.06,0.16,-0.03,-0.03
Southern,1976,-0.12,-0.01,-0.12,-0.17,-0.16,-0.05,0.07,-0.03,-0.01,0.03,0.21,0.47,0.01,-0.04,-0.09,-0.15,0,0.08
Southern,1977,0.53,0.34,0.22,0.27,0.42,0.31,0.32,0.33,-0.08,0.09,0.06,0.04,0.24,0.27,0.44,0.31,0.32,0.02
Southern,1978,-0.03,0.16,0.17,0.26,0.24,0.11,0.16,-0.12,0.12,0.06,0.11,0.14,0.11,0.11,0.06,0.22,0.05,0.1
Southern,1979,0.22,0.16,0.2,0.47,0.06,0.2,0.03,0.29,0.31,0.29,0.33,0.41,0.25,0.23,0.17,0.25,0.17,0.31
Southern,1980,0.38,0.38,0.53,0.45,0.44,0.22,0.31,0.28,0.31,0.15,0.38,0.34,0.35,0.35,0.39,0.47,0.27,0.28
Southern,1981,0.25,0.21,0.28,0.25,0.31,0.3,0.54,0.53,0.16,0.02,0.11,0.28,0.27,0.27,0.27,0.28,0.45,0.1
Southern,1982,0.24,0.14,0.01,0.13,0.27,0.11,0.25,0.15,0.23,0.27,0.47,0.47,0.23,0.21,0.22,0.13,0.17,0.32
Southern,1983,0.51,0.51,0.41,0.49,0.63,0.35,0.17,0.45,0.48,0.22,0.12,0.22,0.38,0.4,0.5,0.51,0.33,0.27
Southern,1984,0.28,0.26,0.35,0.19,0.42,-0.04,0.3,0.33,0.45,0.19,0.24,0.33,0.28,0.27,0.26,0.32,0.2,0.29
Southern,1985,0.36,0.22,0.35,0.27,0.2,0.29,0.15,0.34,0.23,0.21,0.08,0.12,0.23,0.25,0.31,0.27,0.26,0.17
Southern,1986,0.16,0.42,0.34,0.29,0.23,0.1,0.25,0.27,0.09,0.22,0.16,0.2,0.23,0.22,0.23,0.29,0.21,0.16
Southern,1987,0.39,0.36,0.37,0.43,0.29,0.53,0.56,0.24,0.33,0.44,0.49,0.42,0.4,0.39,0.32,0.36,0.45,0.42
Southern,1988,0.54,0.43,0.56,0.41,0.45,0.39,0.24,0.52,0.46,0.51,0.18,0.14,0.4,0.43,0.46,0.47,0.38,0.39
Southern,1989,0.16,0.19,0.25,0.25,0.12,0.09,0.36,0.4,0.45,0.33,0.27,0.4,0.27,0.25,0.16,0.21,0.28,0.35
Southern,1990,0.35,0.33,0.42,0.42,0.41,0.28,0.58,0.28,0.05,0.41,0.48,0.43,0.37,0.37,0.36,0.42,0.38,0.31
Southern,1991,0.26,0.42,0.25,0.46,0.36,0.58,0.52,0.43,0.52,0.29,0.27,0.43,0.4,0.4,0.37,0.36,0.51,0.36
Southern,1992,0.34,0.3,0.41,0.39,0.44,0.47,0.27,0.24,0.17,0.29,0.14,0.21,0.31,0.32,0.36,0.41,0.33,0.2
Southern,1993,0.3,0.21,0.33,0.32,0.26,0.25,0.38,0.2,0.3,0.34,0.29,0.15,0.28,0.28,0.24,0.3,0.27,0.31
Southern,1994,0.19,0.1,0.08,0.34,0.18,0.45,0.27,0.11,0.31,0.3,0.39,0.4,0.26,0.24,0.14,0.2,0.28,0.33
Southern,1995,0.29,0.38,0.35,0.21,0.13,0.37,0.53,0.37,0.25,0.35,0.31,0.24,0.32,0.33,0.36,0.23,0.42,0.3
Southern,1996,0.21,0.37,0.34,0.46,0.21,0.26,0.43,0.76,0.45,0.34,0.41,0.39,0.39,0.38,0.28,0.34,0.49,0.4
Southern,1997,0.25,0.21,0.29,0.19,0.26,0.59,0.28,0.36,0.53,0.6,0.71,0.68,0.41,0.39,0.28,0.24,0.41,0.61
Southern,1998,0.55,0.72,0.55,0.4,0.7,0.81,0.59,0.59,0.23,0.3,0.38,0.36,0.52,0.54,0.65,0.55,0.67,0.3
Southern,1999,0.38,0.27,0.36,0.09,0.17,0.38,0.41,0.33,0.36,0.28,0.21,0.16,0.28,0.3,0.34,0.21,0.37,0.29
Southern,2000,0.11,0.22,0.27,0.23,0.17,0.35,0.35,0.36,0.4,0.27,0.41,0.3,0.29,0.28,0.16,0.22,0.36,0.36
Southern,2001,0.35,0.42,0.35,0.42,0.46,0.52,0.55,0.33,0.47,0.41,0.47,0.47,0.43,0.42,0.35,0.41,0.47,0.45
Southern,2002,0.52,0.42,0.64,0.66,0.75,0.38,0.56,0.52,0.62,0.56,0.4,0.47,0.54,0.54,0.47,0.68,0.49,0.53
Southern,2003,0.57,0.6,0.53,0.5,0.5,0.42,0.5,0.44,0.47,0.49,0.42,0.52,0.5,0.49,0.55,0.51,0.45,0.46
Southern,2004,0.5,0.53,0.4,0.52,0.24,0.41,0.05,0.4,0.41,0.52,0.48,0.58,0.42,0.42,0.52,0.39,0.29,0.47
Southern,2005,0.55,0.48,0.55,0.43,0.48,0.51,0.5,0.54,0.52,0.55,0.42,0.52,0.5,0.51,0.54,0.49,0.52,0.5
Southern,2006,0.47,0.51,0.48,0.37,0.23,0.5,0.41,0.72,0.48,0.44,0.53,0.43,0.47,0.47,0.5,0.36,0.55,0.48
Southern,2007,0.58,0.5,0.5,0.47,0.66,0.58,0.55,0.46,0.52,0.33,0.36,0.22,0.48,0.5,0.51,0.54,0.53,0.4
Southern,2008,0.27,0.17,0.34,0.42,0.38,0.37,0.6,0.36,0.64,0.48,0.42,0.43,0.41,0.39,0.22,0.38,0.45,0.51
Southern,2009,0.47,0.36,0.49,0.51,0.64,0.62,0.8,0.64,0.61,0.52,0.78,0.7,0.6,0.57,0.42,0.55,0.69,0.64
Southern,2010,0.7,0.73,0.75,0.56,0.57,0.51,0.37,0.49,0.56,0.52,0.42,0.39,0.55,0.57,0.71,0.62,0.45,0.5
Southern,2011,0.41,0.39,0.41,0.44,0.39,0.47,0.68,0.77,0.4,0.41,0.5,0.32,0.47,0.47,0.4,0.41,0.64,0.44
Southern,2012,0.3,0.4,0.43,0.36,0.59,0.36,0.32,0.52,0.58,0.67,0.59,0.61,0.48,0.45,0.34,0.46,0.4,0.61
Southern,2013,0.56,0.46,0.55,0.41,0.44,0.62,0.51,0.66,0.84,0.55,0.54,0.55,0.56,0.56,0.54,0.46,0.6,0.65
Southern,2014,0.53,0.38,0.37,0.52,0.83,0.55,0.4,0.73,0.91,0.68,0.54,0.48,0.58,0.58,0.49,0.57,0.56,0.71
Southern,2015,0.52,0.61,0.58,0.48,0.56,0.59,0.57,0.61,0.55,0.9,0.75,0.79,0.63,0.6,0.54,0.54,0.59,0.73
Southern,2016,0.8,0.79,0.79,0.74,0.81,0.51,0.67,0.92,0.6,0.74,0.7,0.69,0.73,0.74,0.79,0.78,0.7,0.68
Southern,2017,0.65,0.76,0.8,0.69,0.9,0.53,0.67,0.73,0.55,0.75,0.53,0.47,0.67,0.69,0.7,0.8,0.64,0.61
Southern,2018,0.48,0.45,0.61,0.8,0.63,0.69,0.75,0.65,0.64,0.79,0.69,0.74,0.66,0.64,0.47,0.68,0.7,0.71
Southern,2019,0.66,0.78,0.8,0.77,0.73,0.65,0.86,0.79,0.64,0.72,0.81,0.79,0.75,0.75,0.73,0.77,0.77,0.72
Southern,2020,0.74,0.78,0.68,0.86,0.76,0.71,0.69,0.62,0.78,0.56,0.6,0.43,0.69,0.71,0.77,0.77,0.68,0.65
